h3,hour,dow,impact,tickets
8a61892e385ffff,11,Sunday,18.2,7
8a61892e385ffff,13,Thursday,4.0,3
8a61892e385ffff,14,Thursday,4.0,1
8a61892e386ffff,2,Wednesday,3.0,3
8a61892e386ffff,3,Wednesday,2.0,2
8a61892e3877fff,1,Saturday,16.0,2
8a61892e3877fff,1,Tuesday,4.0,1
8a61892e3877fff,2,Wednesday,12.0,3
8a61892e3877fff,6,Wednesday,10.0,1
8a61892e38a7fff,11,Wednesday,5.2,1
8a61892e38affff,8,Thursday,5.2,1
8a61892e38affff,8,Tuesday,5.2,1
8a61892e38cffff,1,Friday,4.0,1
8a61892e38e7fff,7,Monday,4.0,2
8a61892e38effff,6,Thursday,4.0,1
8a61892e38effff,6,Tuesday,6.0,2
8a61892e38effff,6,Wednesday,2.0,1
8a61892e38effff,7,Thursday,2.0,1
8a61892e38effff,9,Sunday,15.600000000000001,2
8a61892e390ffff,5,Saturday,1.0,1
8a61892e3917fff,2,Tuesday,4.0,1
8a61892e3917fff,6,Sunday,1.0,1
8a61892e3917fff,6,Thursday,6.0,2
8a61892e3917fff,7,Sunday,1.0,1
8a61892e3917fff,10,Sunday,13.0,1
8a61892e3917fff,10,Tuesday,23.4,1
8a61892e398ffff,5,Saturday,4.0,1
8a61892e39a7fff,2,Tuesday,10.0,2
8a61892e39a7fff,2,Wednesday,16.0,2
8a61892e39a7fff,13,Wednesday,4.0,1
8a61892e39affff,2,Tuesday,16.0,2
8a61892e39affff,2,Wednesday,10.0,1
8a61892e39affff,10,Saturday,11.7,1
8a61892e39b7fff,8,Thursday,5.2,1
8a61892e3b07fff,1,Tuesday,4.0,1
8a61892e3b07fff,6,Sunday,4.0,1
8a61892e3b07fff,15,Tuesday,4.0,1
8a61892e3b0ffff,0,Friday,4.0,1
8a61892e3b0ffff,0,Thursday,4.0,1
8a61892e3b0ffff,0,Tuesday,4.0,1
8a61892e3b0ffff,0,Wednesday,8.0,1
8a61892e3b0ffff,1,Saturday,12.0,2
8a61892e3b0ffff,1,Sunday,28.0,5
8a61892e3b0ffff,5,Saturday,5.0,1
8a61892e3b0ffff,7,Friday,4.0,1
8a61892e3b0ffff,7,Sunday,26.0,5
8a61892e3b0ffff,7,Tuesday,8.0,1
8a61892e3b0ffff,7,Wednesday,12.0,2
8a61892e3b0ffff,8,Thursday,13.0,1
8a61892e3b0ffff,13,Wednesday,4.0,1
8a61892e3b17fff,0,Tuesday,4.0,1
8a61892e3b17fff,1,Friday,5.0,1
8a61892e3b17fff,1,Monday,15.0,4
8a61892e3b17fff,1,Saturday,22.0,3
8a61892e3b17fff,1,Sunday,2.0,1
8a61892e3b17fff,7,Monday,9.0,1
8a61892e3b17fff,10,Sunday,2.6,1
8a61892e3b17fff,15,Tuesday,2.0,1
8a61892e3b2ffff,1,Sunday,6.0,1
8a61892e3b37fff,1,Wednesday,4.0,1
8a61892e3b47fff,0,Thursday,4.0,1
8a61892e3b47fff,0,Tuesday,5.0,1
8a61892e3b47fff,0,Wednesday,28.0,4
8a61892e3b47fff,1,Friday,8.0,1
8a61892e3b47fff,1,Saturday,94.4,8
8a61892e3b47fff,1,Thursday,89.0,13
8a61892e3b47fff,1,Wednesday,8.0,1
8a61892e3b47fff,2,Friday,16.0,1
8a61892e3b47fff,2,Saturday,71.0,7
8a61892e3b47fff,2,Tuesday,24.0,2
8a61892e3b47fff,2,Wednesday,6.0,2
8a61892e3b47fff,3,Friday,50.0,4
8a61892e3b47fff,3,Saturday,36.0,3
8a61892e3b47fff,3,Sunday,14.0,2
8a61892e3b47fff,3,Thursday,8.0,1
8a61892e3b47fff,3,Tuesday,48.0,3
8a61892e3b47fff,3,Wednesday,24.0,2
8a61892e3b47fff,4,Wednesday,4.0,1
8a61892e3b47fff,5,Thursday,15.0,4
8a61892e3b47fff,6,Sunday,32.0,2
8a61892e3b47fff,6,Thursday,4.0,1
8a61892e3b47fff,7,Sunday,20.0,2
8a61892e3b47fff,7,Wednesday,20.0,2
8a61892e3b47fff,8,Friday,83.2,4
8a61892e3b47fff,9,Friday,32.5,3
8a61892e3b47fff,9,Monday,33.8,2
8a61892e3b47fff,9,Sunday,20.8,2
8a61892e3b47fff,9,Thursday,20.8,1
8a61892e3b47fff,10,Friday,41.599999999999994,5
8a61892e3b47fff,10,Monday,26.0,2
8a61892e3b47fff,10,Saturday,10.4,1
8a61892e3b47fff,10,Thursday,52.0,3
8a61892e3b47fff,11,Friday,5.2,1
8a61892e3b47fff,11,Monday,7.800000000000001,1
8a61892e3b47fff,11,Saturday,20.8,1
8a61892e3b47fff,11,Thursday,10.4,1
8a61892e3b47fff,12,Friday,8.0,1
8a61892e3b47fff,12,Sunday,4.0,1
8a61892e3b47fff,12,Thursday,8.0,1
8a61892e3b47fff,12,Wednesday,16.0,1
8a61892e3b47fff,14,Sunday,34.4,3
8a61892e3b47fff,14,Wednesday,2.0,1
8a61892e3b47fff,15,Friday,4.0,1
8a61892e3b47fff,15,Thursday,8.0,2
8a61892e3b4ffff,0,Tuesday,8.0,2
8a61892e3b4ffff,1,Sunday,10.0,1
8a61892e3b4ffff,1,Thursday,9.0,2
8a61892e3b4ffff,1,Tuesday,8.0,1
8a61892e3b4ffff,2,Saturday,12.0,2
8a61892e3b4ffff,2,Thursday,26.0,2
8a61892e3b4ffff,2,Tuesday,8.0,1
8a61892e3b4ffff,2,Wednesday,4.0,1
8a61892e3b4ffff,3,Friday,16.0,1
8a61892e3b4ffff,3,Thursday,10.5,2
8a61892e3b4ffff,3,Wednesday,18.0,4
8a61892e3b4ffff,4,Friday,24.0,3
8a61892e3b4ffff,4,Saturday,8.0,1
8a61892e3b4ffff,4,Thursday,24.0,3
8a61892e3b4ffff,4,Tuesday,16.0,2
8a61892e3b4ffff,4,Wednesday,8.0,1
8a61892e3b4ffff,5,Thursday,4.0,1
8a61892e3b4ffff,6,Friday,1.0,1
8a61892e3b4ffff,7,Saturday,9.0,1
8a61892e3b4ffff,8,Friday,6.5,1
8a61892e3b4ffff,8,Thursday,10.4,2
8a61892e3b4ffff,9,Friday,5.98,2
8a61892e3b4ffff,9,Monday,2.6,2
8a61892e3b4ffff,9,Sunday,2.6,1
8a61892e3b4ffff,9,Wednesday,10.4,1
8a61892e3b4ffff,10,Friday,10.4,3
8a61892e3b4ffff,10,Saturday,2.6,1
8a61892e3b4ffff,10,Sunday,5.2,1
8a61892e3b4ffff,11,Friday,13.0,1
8a61892e3b4ffff,11,Monday,20.8,1
8a61892e3b4ffff,12,Monday,8.0,1
8a61892e3b4ffff,12,Sunday,5.0,1
8a61892e3b4ffff,12,Thursday,10.0,1
8a61892e3b4ffff,12,Tuesday,2.0,1
8a61892e3b4ffff,12,Wednesday,8.0,1
8a61892e3b4ffff,13,Thursday,5.0,1
8a61892e3b4ffff,14,Sunday,10.0,1
8a61892e3b4ffff,15,Tuesday,5.0,1
8a61892e3b57fff,1,Sunday,8.0,1
8a61892e3b57fff,2,Monday,25.0,3
8a61892e3b57fff,3,Friday,2.0,1
8a61892e3b57fff,3,Tuesday,4.0,1
8a61892e3b57fff,5,Thursday,5.0,1
8a61892e3b57fff,7,Saturday,24.0,3
8a61892e3b57fff,7,Thursday,4.0,1
8a61892e3b57fff,7,Wednesday,5.0,1
8a61892e3b57fff,8,Friday,7.800000000000001,2
8a61892e3b57fff,9,Monday,20.8,1
8a61892e3b57fff,11,Saturday,20.8,1
8a61892e3b6ffff,0,Friday,18.4,4
8a61892e3b6ffff,0,Saturday,93.8,11
8a61892e3b6ffff,1,Friday,12.0,2
8a61892e3b6ffff,1,Saturday,24.0,2
8a61892e3b6ffff,1,Thursday,2.0,1
8a61892e3b6ffff,1,Wednesday,2.0,1
8a61892e3b6ffff,2,Friday,78.0,10
8a61892e3b6ffff,2,Saturday,42.0,3
8a61892e3b6ffff,2,Thursday,50.0,4
8a61892e3b6ffff,2,Tuesday,241.0,21
8a61892e3b6ffff,2,Wednesday,18.0,2
8a61892e3b6ffff,3,Friday,192.0,15
8a61892e3b6ffff,3,Saturday,72.0,5
8a61892e3b6ffff,3,Sunday,34.0,3
8a61892e3b6ffff,3,Thursday,60.4,5
8a61892e3b6ffff,3,Tuesday,116.0,9
8a61892e3b6ffff,4,Friday,12.0,1
8a61892e3b6ffff,4,Monday,1.0,1
8a61892e3b6ffff,4,Sunday,81.0,9
8a61892e3b6ffff,4,Thursday,64.0,4
8a61892e3b6ffff,4,Tuesday,12.0,3
8a61892e3b6ffff,4,Wednesday,24.0,2
8a61892e3b6ffff,5,Friday,17.0,3
8a61892e3b6ffff,5,Sunday,50.0,5
8a61892e3b6ffff,6,Friday,64.0,8
8a61892e3b6ffff,6,Sunday,76.0,6
8a61892e3b6ffff,6,Thursday,8.0,1
8a61892e3b6ffff,7,Friday,4.0,1
8a61892e3b6ffff,7,Saturday,22.0,3
8a61892e3b6ffff,7,Sunday,3.0,2
8a61892e3b6ffff,7,Thursday,2.0,1
8a61892e3b6ffff,8,Monday,5.2,1
8a61892e3b6ffff,8,Tuesday,5.2,2
8a61892e3b6ffff,8,Wednesday,41.6,2
8a61892e3b6ffff,9,Friday,83.2,9
8a61892e3b6ffff,9,Monday,46.800000000000004,3
8a61892e3b6ffff,9,Saturday,57.2,6
8a61892e3b6ffff,9,Sunday,100.1,11
8a61892e3b6ffff,9,Wednesday,74.1,16
8a61892e3b6ffff,10,Friday,150.8,11
8a61892e3b6ffff,10,Monday,131.3,8
8a61892e3b6ffff,10,Saturday,54.6,5
8a61892e3b6ffff,10,Sunday,182.0,13
8a61892e3b6ffff,10,Thursday,10.4,1
8a61892e3b6ffff,10,Wednesday,218.4,17
8a61892e3b6ffff,11,Friday,20.8,1
8a61892e3b6ffff,11,Monday,158.6,11
8a61892e3b6ffff,11,Saturday,111.80000000000001,7
8a61892e3b6ffff,11,Sunday,119.60000000000001,7
8a61892e3b6ffff,11,Thursday,32.5,4
8a61892e3b6ffff,11,Tuesday,23.4,2
8a61892e3b6ffff,11,Wednesday,70.2,5
8a61892e3b6ffff,12,Friday,26.0,2
8a61892e3b6ffff,12,Sunday,32.0,2
8a61892e3b6ffff,12,Thursday,45.0,7
8a61892e3b6ffff,12,Tuesday,8.0,4
8a61892e3b6ffff,13,Monday,8.0,1
8a61892e3b6ffff,13,Saturday,8.0,4
8a61892e3b6ffff,13,Sunday,28.0,4
8a61892e3b6ffff,13,Thursday,16.0,1
8a61892e3b6ffff,13,Tuesday,4.0,1
8a61892e3b6ffff,13,Wednesday,12.0,2
8a61892e3b6ffff,15,Wednesday,8.0,1
8a61892e3b77fff,1,Sunday,16.0,2
8a61892e3b77fff,7,Saturday,5.5,3
8a61892e3b77fff,11,Sunday,22.1,4
8a61892e3b77fff,12,Sunday,16.0,2
8a61892e3ba7fff,6,Wednesday,6.0,3
8a61892e3d07fff,0,Friday,13.0,4
8a61892e3d07fff,0,Monday,36.0,4
8a61892e3d07fff,0,Sunday,52.0,19
8a61892e3d07fff,0,Thursday,44.0,15
8a61892e3d07fff,0,Tuesday,27.0,6
8a61892e3d07fff,0,Wednesday,4.0,1
8a61892e3d07fff,1,Friday,28.0,9
8a61892e3d07fff,1,Monday,9.0,2
8a61892e3d07fff,1,Saturday,8.0,4
8a61892e3d07fff,1,Sunday,21.0,7
8a61892e3d07fff,1,Thursday,36.0,9
8a61892e3d07fff,1,Wednesday,15.0,10
8a61892e3d07fff,2,Friday,16.0,4
8a61892e3d07fff,2,Saturday,15.0,6
8a61892e3d07fff,2,Sunday,13.0,3
8a61892e3d07fff,2,Thursday,27.0,9
8a61892e3d07fff,2,Wednesday,13.0,4
8a61892e3d07fff,3,Saturday,4.0,1
8a61892e3d07fff,3,Sunday,7.0,3
8a61892e3d07fff,3,Thursday,32.0,8
8a61892e3d07fff,4,Friday,7.0,4
8a61892e3d07fff,4,Saturday,4.0,1
8a61892e3d07fff,4,Thursday,8.0,2
8a61892e3d07fff,5,Monday,9.0,2
8a61892e3d07fff,5,Saturday,17.0,5
8a61892e3d07fff,5,Thursday,18.0,6
8a61892e3d07fff,5,Tuesday,5.0,3
8a61892e3d07fff,5,Wednesday,11.0,5
8a61892e3d07fff,6,Thursday,1.0,1
8a61892e3d07fff,6,Wednesday,1.0,1
8a61892e3d07fff,7,Friday,17.0,6
8a61892e3d07fff,7,Saturday,1.0,1
8a61892e3d07fff,7,Sunday,19.0,4
8a61892e3d07fff,7,Tuesday,42.0,12
8a61892e3d07fff,7,Wednesday,7.0,3
8a61892e3d07fff,8,Friday,5.2,1
8a61892e3d07fff,8,Monday,1.3,1
8a61892e3d07fff,8,Sunday,10.4,1
8a61892e3d07fff,8,Thursday,22.1,2
8a61892e3d07fff,8,Wednesday,5.2,1
8a61892e3d07fff,9,Monday,2.6,2
8a61892e3d07fff,9,Saturday,20.8,5
8a61892e3d07fff,9,Sunday,37.7,9
8a61892e3d07fff,9,Tuesday,20.8,6
8a61892e3d07fff,9,Wednesday,27.3,6
8a61892e3d07fff,10,Friday,84.5,19
8a61892e3d07fff,10,Saturday,71.5,11
8a61892e3d07fff,10,Sunday,133.9,33
8a61892e3d07fff,10,Thursday,59.800000000000004,13
8a61892e3d07fff,10,Tuesday,79.3,19
8a61892e3d07fff,10,Wednesday,22.1,4
8a61892e3d07fff,11,Friday,66.3,17
8a61892e3d07fff,11,Monday,27.3,2
8a61892e3d07fff,11,Saturday,23.4,6
8a61892e3d07fff,11,Sunday,71.5,16
8a61892e3d07fff,11,Thursday,35.1,19
8a61892e3d07fff,11,Tuesday,40.3,11
8a61892e3d07fff,11,Wednesday,32.5,5
8a61892e3d07fff,12,Friday,37.0,11
8a61892e3d07fff,12,Monday,21.0,4
8a61892e3d07fff,12,Saturday,34.0,7
8a61892e3d07fff,12,Sunday,93.0,17
8a61892e3d07fff,12,Thursday,80.0,25
8a61892e3d07fff,12,Tuesday,4.0,1
8a61892e3d07fff,12,Wednesday,24.0,10
8a61892e3d07fff,13,Friday,9.0,3
8a61892e3d07fff,13,Monday,6.0,2
8a61892e3d07fff,13,Saturday,4.0,1
8a61892e3d07fff,13,Sunday,23.0,9
8a61892e3d07fff,13,Thursday,33.0,17
8a61892e3d07fff,13,Tuesday,8.0,2
8a61892e3d07fff,13,Wednesday,6.0,3
8a61892e3d07fff,14,Saturday,6.0,2
8a61892e3d07fff,14,Sunday,2.0,2
8a61892e3d07fff,14,Thursday,5.0,2
8a61892e3d07fff,14,Tuesday,12.0,3
8a61892e3d07fff,14,Wednesday,8.0,2
8a61892e3d07fff,15,Tuesday,2.0,2
8a61892e3d07fff,16,Thursday,8.0,1
8a61892e3d0ffff,0,Thursday,2.0,2
8a61892e3d0ffff,0,Tuesday,1.0,1
8a61892e3d0ffff,4,Wednesday,2.0,2
8a61892e3d0ffff,5,Thursday,1.0,1
8a61892e3d0ffff,8,Sunday,5.2,1
8a61892e3d0ffff,8,Tuesday,2.6,1
8a61892e3d0ffff,9,Saturday,1.3,1
8a61892e3d0ffff,9,Tuesday,1.3,1
8a61892e3d0ffff,10,Friday,6.5,2
8a61892e3d0ffff,10,Sunday,2.6,1
8a61892e3d0ffff,10,Tuesday,6.5,4
8a61892e3d0ffff,11,Saturday,1.3,1
8a61892e3d0ffff,12,Friday,14.0,4
8a61892e3d0ffff,12,Monday,4.0,1
8a61892e3d0ffff,12,Thursday,17.0,2
8a61892e3d17fff,0,Friday,1.0,1
8a61892e3d17fff,1,Wednesday,2.0,1
8a61892e3d17fff,2,Friday,4.0,1
8a61892e3d17fff,2,Saturday,10.0,5
8a61892e3d2ffff,0,Monday,15.0,9
8a61892e3d2ffff,0,Saturday,6.0,3
8a61892e3d2ffff,0,Sunday,12.0,3
8a61892e3d2ffff,0,Thursday,8.0,2
8a61892e3d2ffff,0,Tuesday,15.0,5
8a61892e3d2ffff,0,Wednesday,24.0,8
8a61892e3d2ffff,1,Friday,45.0,19
8a61892e3d2ffff,1,Monday,1.0,1
8a61892e3d2ffff,1,Saturday,1.0,1
8a61892e3d2ffff,1,Thursday,20.0,2
8a61892e3d2ffff,1,Wednesday,3.0,3
8a61892e3d2ffff,2,Friday,2.0,1
8a61892e3d2ffff,2,Saturday,2.0,2
8a61892e3d2ffff,2,Thursday,16.0,3
8a61892e3d2ffff,2,Tuesday,2.0,1
8a61892e3d2ffff,2,Wednesday,20.0,5
8a61892e3d2ffff,3,Saturday,12.0,4
8a61892e3d2ffff,3,Sunday,5.0,2
8a61892e3d2ffff,4,Friday,7.0,4
8a61892e3d2ffff,4,Monday,10.0,5
8a61892e3d2ffff,4,Thursday,5.0,1
8a61892e3d2ffff,4,Wednesday,2.0,2
8a61892e3d2ffff,5,Saturday,16.0,6
8a61892e3d2ffff,5,Thursday,1.0,1
8a61892e3d2ffff,5,Tuesday,1.0,1
8a61892e3d2ffff,5,Wednesday,4.0,4
8a61892e3d2ffff,6,Friday,1.0,1
8a61892e3d2ffff,6,Wednesday,18.0,15
8a61892e3d2ffff,7,Friday,32.0,12
8a61892e3d2ffff,7,Saturday,4.0,1
8a61892e3d2ffff,7,Sunday,6.0,2
8a61892e3d2ffff,7,Tuesday,68.0,30
8a61892e3d2ffff,7,Wednesday,23.0,6
8a61892e3d2ffff,8,Friday,29.9,6
8a61892e3d2ffff,8,Saturday,13.0,3
8a61892e3d2ffff,8,Sunday,2.6,1
8a61892e3d2ffff,8,Thursday,14.3,4
8a61892e3d2ffff,8,Tuesday,41.6,15
8a61892e3d2ffff,8,Wednesday,9.1,3
8a61892e3d2ffff,9,Friday,1.3,1
8a61892e3d2ffff,9,Monday,19.5,7
8a61892e3d2ffff,9,Saturday,53.3,8
8a61892e3d2ffff,9,Sunday,10.4,4
8a61892e3d2ffff,9,Thursday,2.6,1
8a61892e3d2ffff,9,Tuesday,35.1,9
8a61892e3d2ffff,9,Wednesday,11.7,4
8a61892e3d2ffff,10,Friday,40.3,8
8a61892e3d2ffff,10,Monday,18.2,4
8a61892e3d2ffff,10,Saturday,49.4,10
8a61892e3d2ffff,10,Sunday,19.5,5
8a61892e3d2ffff,10,Thursday,29.900000000000002,8
8a61892e3d2ffff,10,Tuesday,66.3,17
8a61892e3d2ffff,10,Wednesday,10.4,4
8a61892e3d2ffff,11,Friday,11.7,3
8a61892e3d2ffff,11,Monday,2.6,2
8a61892e3d2ffff,11,Saturday,20.8,8
8a61892e3d2ffff,11,Sunday,19.5,7
8a61892e3d2ffff,11,Thursday,24.7,9
8a61892e3d2ffff,11,Tuesday,31.200000000000003,12
8a61892e3d2ffff,11,Wednesday,7.800000000000001,3
8a61892e3d2ffff,12,Friday,33.0,9
8a61892e3d2ffff,12,Monday,1.0,1
8a61892e3d2ffff,12,Saturday,30.0,9
8a61892e3d2ffff,12,Sunday,15.0,7
8a61892e3d2ffff,12,Thursday,50.0,11
8a61892e3d2ffff,12,Tuesday,10.0,6
8a61892e3d2ffff,12,Wednesday,11.0,5
8a61892e3d2ffff,13,Friday,10.0,4
8a61892e3d2ffff,13,Monday,15.0,6
8a61892e3d2ffff,13,Sunday,11.0,6
8a61892e3d2ffff,13,Thursday,4.0,1
8a61892e3d2ffff,13,Tuesday,16.0,6
8a61892e3d2ffff,13,Wednesday,20.0,8
8a61892e3d2ffff,14,Monday,12.0,2
8a61892e3d2ffff,14,Saturday,1.0,1
8a61892e3d37fff,0,Friday,2.0,2
8a61892e3d37fff,0,Monday,18.0,3
8a61892e3d37fff,0,Thursday,3.0,1
8a61892e3d37fff,0,Tuesday,3.0,3
8a61892e3d37fff,1,Friday,18.0,14
8a61892e3d37fff,1,Monday,1.0,1
8a61892e3d37fff,1,Saturday,5.0,2
8a61892e3d37fff,1,Sunday,21.0,6
8a61892e3d37fff,1,Thursday,24.0,11
8a61892e3d37fff,1,Tuesday,2.0,2
8a61892e3d37fff,1,Wednesday,12.0,10
8a61892e3d37fff,2,Friday,20.0,8
8a61892e3d37fff,2,Saturday,35.0,18
8a61892e3d37fff,2,Sunday,4.0,1
8a61892e3d37fff,2,Thursday,7.0,7
8a61892e3d37fff,2,Wednesday,1.0,1
8a61892e3d37fff,3,Sunday,8.0,2
8a61892e3d37fff,3,Thursday,5.0,1
8a61892e3d37fff,4,Monday,4.0,1
8a61892e3d37fff,4,Thursday,12.0,4
8a61892e3d37fff,5,Thursday,4.0,1
8a61892e3d37fff,5,Wednesday,2.0,1
8a61892e3d37fff,7,Friday,5.0,1
8a61892e3d37fff,7,Saturday,10.0,1
8a61892e3d37fff,7,Tuesday,12.0,3
8a61892e3d37fff,8,Sunday,5.2,1
8a61892e3d37fff,9,Sunday,2.6,2
8a61892e3d37fff,9,Wednesday,1.3,1
8a61892e3d37fff,10,Friday,6.5,4
8a61892e3d37fff,10,Monday,1.3,1
8a61892e3d37fff,10,Sunday,27.3,8
8a61892e3d37fff,10,Thursday,5.2,1
8a61892e3d37fff,10,Tuesday,7.8,2
8a61892e3d37fff,11,Friday,32.5,6
8a61892e3d37fff,11,Monday,6.5,2
8a61892e3d37fff,11,Sunday,5.2,1
8a61892e3d37fff,11,Thursday,15.6,3
8a61892e3d37fff,11,Tuesday,3.9000000000000004,2
8a61892e3d37fff,11,Wednesday,5.2,1
8a61892e3d37fff,12,Monday,12.0,3
8a61892e3d37fff,12,Thursday,18.0,5
8a61892e3d37fff,12,Tuesday,10.0,4
8a61892e3d37fff,12,Wednesday,9.0,2
8a61892e3d37fff,13,Friday,4.0,1
8a61892e3d37fff,13,Thursday,4.0,1
8a61892e3d67fff,7,Wednesday,11.0,3
8a61892e3d67fff,8,Tuesday,5.2,1
8a61892e3d77fff,1,Monday,4.0,2
8a61892e3d77fff,2,Saturday,40.0,7
8a61892e3d77fff,3,Saturday,1.0,1
8a61892e3d77fff,3,Thursday,4.0,1
8a61892e3d77fff,3,Wednesday,5.0,1
8a61892e3d77fff,5,Sunday,9.0,3
8a61892e3d77fff,6,Thursday,11.0,2
8a61892e3d77fff,7,Friday,40.0,13
8a61892e3d77fff,7,Monday,10.0,3
8a61892e3d77fff,7,Saturday,31.0,11
8a61892e3d77fff,7,Sunday,4.0,2
8a61892e3d77fff,7,Tuesday,22.0,7
8a61892e3d77fff,7,Wednesday,35.0,8
8a61892e3d77fff,8,Friday,16.9,6
8a61892e3d77fff,8,Sunday,15.600000000000001,3
8a61892e3d77fff,8,Tuesday,19.5,5
8a61892e3d77fff,9,Thursday,2.6,2
8a61892e3d77fff,9,Tuesday,23.4,4
8a61892e3d77fff,10,Friday,3.9000000000000004,2
8a61892e3d77fff,10,Sunday,1.3,1
8a61892e3d77fff,10,Thursday,20.8,1
8a61892e3d77fff,10,Tuesday,22.1,5
8a61892e3d77fff,11,Monday,48.1,8
8a61892e3d77fff,11,Tuesday,26.0,5
8a61892e3d77fff,12,Wednesday,33.0,8
8a61892e4017fff,3,Wednesday,2.0,1
8a61892e4017fff,4,Thursday,25.0,5
8a61892e4017fff,12,Tuesday,13.0,3
8a61892e4037fff,4,Tuesday,5.0,1
8a61892e4037fff,16,Wednesday,38.0,5
8a61892e4087fff,4,Thursday,47.0,8
8a61892e4087fff,5,Sunday,8.0,2
8a61892e4087fff,11,Monday,15.600000000000001,3
8a61892e409ffff,4,Thursday,4.0,1
8a61892e409ffff,5,Sunday,4.0,1
8a61892e409ffff,5,Wednesday,6.0,1
8a61892e409ffff,7,Wednesday,4.0,1
8a61892e40a7fff,5,Sunday,14.0,4
8a61892e40a7fff,11,Monday,36.4,7
8a61892e40a7fff,16,Wednesday,4.0,1
8a61892e40affff,4,Thursday,4.0,1
8a61892e40affff,5,Sunday,4.0,1
8a61892e4107fff,3,Friday,10.0,2
8a61892e4107fff,3,Thursday,13.0,3
8a61892e4107fff,3,Wednesday,11.0,2
8a61892e4107fff,4,Friday,25.0,5
8a61892e4107fff,4,Tuesday,15.0,3
8a61892e4107fff,6,Friday,53.0,14
8a61892e4107fff,8,Sunday,5.2,1
8a61892e4107fff,10,Friday,6.5,1
8a61892e4107fff,11,Saturday,6.5,1
8a61892e411ffff,3,Friday,19.0,4
8a61892e411ffff,3,Thursday,20.0,4
8a61892e411ffff,3,Wednesday,25.0,5
8a61892e411ffff,4,Friday,9.5,3
8a61892e411ffff,6,Friday,2.0,1
8a61892e411ffff,11,Tuesday,5.2,1
8a61892e4127fff,2,Thursday,19.0,4
8a61892e4127fff,2,Wednesday,15.0,3
8a61892e4127fff,3,Friday,45.0,6
8a61892e4127fff,3,Thursday,23.0,4
8a61892e4127fff,3,Wednesday,54.0,11
8a61892e4127fff,4,Friday,24.0,6
8a61892e4127fff,4,Tuesday,27.0,6
8a61892e4127fff,5,Friday,32.0,7
8a61892e4127fff,5,Tuesday,31.0,6
8a61892e4127fff,11,Saturday,6.5,1
8a61892e412ffff,2,Thursday,10.0,2
8a61892e412ffff,3,Friday,5.0,1
8a61892e412ffff,3,Thursday,10.0,2
8a61892e412ffff,3,Wednesday,7.0,2
8a61892e412ffff,5,Tuesday,5.0,1
8a61892e414ffff,7,Thursday,2.0,1
8a61892e418ffff,4,Thursday,10.0,3
8a61892e418ffff,12,Tuesday,4.0,1
8a61892e418ffff,16,Wednesday,40.0,6
8a61892e41a7fff,3,Friday,2.0,1
8a61892e41a7fff,4,Friday,12.0,3
8a61892e41a7fff,5,Thursday,6.0,6
8a61892e41a7fff,7,Thursday,30.0,9
8a61892e41affff,3,Wednesday,20.0,5
8a61892e41affff,6,Thursday,15.0,2
8a61892e41affff,9,Thursday,5.2,2
8a61892e41affff,13,Thursday,1.0,1
8a61892e4247fff,4,Sunday,4.0,1
8a61892e4247fff,5,Sunday,5.0,2
8a61892e4247fff,11,Saturday,5.2,1
8a61892e424ffff,5,Thursday,21.0,5
8a61892e424ffff,11,Saturday,14.3,3
8a61892e4257fff,2,Thursday,4.0,1
8a61892e4257fff,3,Saturday,4.0,1
8a61892e4257fff,5,Thursday,1.0,1
8a61892e4257fff,8,Saturday,15.600000000000001,3
8a61892e4257fff,9,Thursday,5.2,1
8a61892e425ffff,3,Tuesday,4.0,1
8a61892e425ffff,4,Thursday,10.0,3
8a61892e425ffff,5,Thursday,12.0,3
8a61892e425ffff,11,Saturday,20.8,4
8a61892e4267fff,4,Sunday,1.0,1
8a61892e4267fff,6,Thursday,34.0,4
8a61892e4267fff,10,Saturday,2.6,1
8a61892e4267fff,10,Tuesday,10.4,1
8a61892e4267fff,11,Saturday,19.5,3
8a61892e4267fff,12,Friday,10.0,1
8a61892e42effff,2,Thursday,8.0,2
8a61892e42effff,3,Tuesday,14.0,3
8a61892e42effff,10,Thursday,5.2,1
8a61892e434ffff,2,Thursday,16.0,1
8a61892e434ffff,2,Wednesday,20.0,1
8a61892e434ffff,5,Sunday,6.0,2
8a61892e434ffff,5,Thursday,10.0,1
8a61892e434ffff,6,Sunday,32.0,4
8a61892e434ffff,6,Thursday,20.0,2
8a61892e434ffff,7,Sunday,16.0,4
8a61892e434ffff,9,Thursday,3.9,1
8a61892e434ffff,10,Tuesday,10.4,1
8a61892e4447fff,4,Wednesday,20.0,5
8a61892e444ffff,2,Saturday,8.0,1
8a61892e444ffff,3,Thursday,4.0,1
8a61892e444ffff,4,Thursday,8.0,1
8a61892e444ffff,5,Sunday,8.0,2
8a61892e444ffff,5,Wednesday,2.0,1
8a61892e444ffff,6,Saturday,4.0,1
8a61892e444ffff,6,Wednesday,10.0,2
8a61892e444ffff,7,Wednesday,14.0,3
8a61892e444ffff,8,Saturday,7.800000000000001,1
8a61892e444ffff,9,Sunday,5.2,1
8a61892e444ffff,11,Thursday,10.4,2
8a61892e444ffff,13,Thursday,8.0,2
8a61892e445ffff,10,Tuesday,2.6,1
8a61892e446ffff,1,Tuesday,3.0,1
8a61892e446ffff,4,Wednesday,4.0,1
8a61892e446ffff,7,Tuesday,10.0,2
8a61892e448ffff,4,Sunday,21.0,5
